Temps,Voie A,Voie B,Voie C
309800,0,0,0
310000,0,0,0
310200,0,0,0
310400,0,0,0
310600,0,0,0
310800,0,0,0
311000,0,0,0
311200,0,0,0
311400,0,0,0
311600,0,0,0
311800,0,0,0
312000,0,0,0
312200,0,0,0
312400,0,0,0
312600,0,0,0
312800,0,0,0
313000,0,0,0
313200,0,0,0
313400,0,0,0
313600,0,0,0
313800,0,0,0
314000,0,0,0
314200,0,0,0
314400,0,0,0
314600,0,0,0
314800,0,0,0
315000,0,0,0
315200,0,0,0
315400,0,0,0
315600,0,0,0
315800,0,0,0
316000,0,0,0
316200,0,0,0
316400,0,0,0
316600,0,0,0
316800,0,0,0
317000,0,0,0
317200,0,0,0
317400,0,0,0
317600,0,0,0
317800,0,0,0
318000,0,0,0
318200,0,0,0
318400,0,0,0
318600,0,0,0
318800,0,0,0
319000,0,0,0
319200,0,0,0
319400,0,0,0
319600,0,0,0
319800,0,0,0
320000,0,0,0
320200,0,0,0
320400,0,0,0
320600,0,0,0
320800,0,0,0
321000,0,0,0
321200,0,0,0
321400,0,0,0
321600,0,0,0
321800,0,0,0
322000,0,0,0
322200,0,0,0
322400,0,0,0
322600,0,0,0
322800,0,0,0
323000,0,0,0
323200,0,0,0
323400,0,0,0
323600,0,0,0
323800,0,0,0
324000,0,0,0
324200,0,0,0
324400,0,0,0
324600,0,0,0
324800,0,0,0
325000,0,0,0
325200,0,0,0
325400,0,0,0
325600,0,0,0
325800,0,0,0
326000,0,0,0
326200,0,0,0
326400,0,0,0
326600,0,0,0
326800,0,0,0
327000,0,0,0
327200,0,0,0
327400,0,0,0
327600,0,0,0
327800,0,0,0
328000,0,0,0
328200,0,0,0
328400,0,0,0
328600,0,0,0
328800,0,0,0
329000,0,0,0
329200,0,0,0
329400,0,0,0
329600,0,0,0
329800,0,0,0
330000,0,0,0
330200,0,0,0
330400,0,0,0
330600,0,0,0
330800,0,0,0
331000,0,0,0
331200,0,0,0
331400,0,0,0
331600,0,0,0
331800,0,0,0
332000,0,0,0
332200,0,0,0
332400,0,0,0
332600,0,0,0
332800,0,0,0
333000,0,0,0
333200,0,0,0
333400,0,0,0
333600,0,0,0
333800,0,0,0
334000,0,0,0
334200,0,0,0
334400,0,0,0
334600,0,0,0
334800,0,0,0
335000,0,0,0
335200,0,0,0
335400,0,0,0
335600,0,0,0
335800,0,0,0
336000,0,0,0
336200,0,0,0
336400,0,0,0
336600,0,0,0
336800,0,0,0
337000,0,0,0
337200,0,0,0
337400,0,0,0
337600,0,0,0
337800,0,0,0
338000,0,0,0
338200,0,0,0
338400,0,0,0
338600,0,0,0
338800,0,0,0
339000,0,0,0
339200,0,0,0
339400,0,0,0
339600,0,0,0
339800,0,0,0
